Ejecucion,Resultado,Detalle,DatosUsados,TiempoRes
55,Exitosa,Publicacion no realizada,casoprueba754@software.com-PruebaTuCan-nan,4
56,Exitosa,Publicacion no realizada,casoprueba755@software.com-PruebaTuCan-nan,4
57,Exitosa,Publicacion no realizada,casoprueba756@software.com-PruebaTuCan-nan,3
58,Exitosa,Publicacion no realizada,casoprueba757@software.com-PruebaTuCan-nan,4
59,Exitosa,Publicacion no realizada,casoprueba758@software.com-PruebaTuCan-nan,4
60,Exitosa,Publicacion no realizada,casoprueba759@software.com-PruebaTuCan-nan,5
61,Exitosa,Publicacion no realizada,casoprueba760@software.com-PruebaTuCan-nan,3
62,Exitosa,Publicacion no realizada,casoprueba761@software.com-PruebaTuCan-nan,4
63,Exitosa,Publicacion no realizada,casoprueba762@software.com-PruebaTuCan-nan,3
64,Exitosa,Publicacion no realizada,casoprueba763@software.com-PruebaTuCan-nan,4
65,Exitosa,Publicacion no realizada,casoprueba764@software.com-PruebaTuCan-nan,3
66,Exitosa,Publicacion no realizada,casoprueba765@software.com-PruebaTuCan-nan,6
67,Exitosa,Publicacion no realizada,casoprueba766@software.com-PruebaTuCan-nan,4
68,Exitosa,Publicacion no realizada,casoprueba767@software.com-PruebaTuCan-nan,4
69,Exitosa,Publicacion no realizada,casoprueba768@software.com-PruebaTuCan-nan,5
70,Exitosa,Publicacion no realizada,casoprueba769@software.com-PruebaTuCan-nan,6
71,Exitosa,Publicacion no realizada,casoprueba770@software.com-PruebaTuCan-nan,4
72,Exitosa,Publicacion no realizada,casoprueba771@software.com-PruebaTuCan-nan,4
73,Exitosa,Publicacion no realizada,casoprueba772@software.com-PruebaTuCan-nan,4
74,Exitosa,Publicacion no realizada,casoprueba773@software.com-PruebaTuCan-nan,4
75,Exitosa,Publicacion no realizada,casoprueba774@software.com-PruebaTuCan-nan,5
76,Exitosa,Publicacion no realizada,casoprueba775@software.com-PruebaTuCan-nan,4
77,Exitosa,Publicacion no realizada,casoprueba776@software.com-PruebaTuCan-nan,3
78,Exitosa,Publicacion no realizada,casoprueba777@software.com-PruebaTuCan-nan,4
79,Exitosa,Publicacion no realizada,casoprueba778@software.com-PruebaTuCan-nan,5
80,Exitosa,Publicacion no realizada,casoprueba779@software.com-PruebaTuCan-nan,4
81,Exitosa,Publicacion no realizada,casoprueba780@software.com-PruebaTuCan-nan,6
82,Exitosa,Publicacion no realizada,casoprueba781@software.com-PruebaTuCan-nan,4
83,Exitosa,Publicacion no realizada,casoprueba782@software.com-PruebaTuCan-nan,4
84,Exitosa,Publicacion no realizada,casoprueba783@software.com-PruebaTuCan-nan,7
85,Exitosa,Publicacion no realizada,casoprueba784@software.com-PruebaTuCan-nan,4
86,Exitosa,Publicacion no realizada,casoprueba785@software.com-PruebaTuCan-nan,4
87,Exitosa,Publicacion no realizada,casoprueba786@software.com-PruebaTuCan-nan,5
88,Exitosa,Publicacion no realizada,casoprueba787@software.com-PruebaTuCan-nan,5
89,Exitosa,Publicacion no realizada,casoprueba788@software.com-PruebaTuCan-nan,4
90,Exitosa,Publicacion no realizada,casoprueba789@software.com-PruebaTuCan-nan,3
91,Exitosa,Publicacion no realizada,casoprueba790@software.com-PruebaTuCan-nan,4
92,Exitosa,Publicacion no realizada,casoprueba791@software.com-PruebaTuCan-nan,3
93,Exitosa,Publicacion no realizada,casoprueba792@software.com-PruebaTuCan-nan,3
94,Exitosa,Publicacion no realizada,casoprueba793@software.com-PruebaTuCan-nan,4
95,Exitosa,Publicacion no realizada,casoprueba794@software.com-PruebaTuCan-nan,5
96,Exitosa,Publicacion no realizada,casoprueba795@software.com-PruebaTuCan-nan,4
97,Exitosa,Publicacion no realizada,casoprueba796@software.com-PruebaTuCan-nan,6
98,Exitosa,Publicacion no realizada,casoprueba797@software.com-PruebaTuCan-nan,4
99,Exitosa,Publicacion no realizada,casoprueba798@software.com-PruebaTuCan-nan,7
100,Exitosa,Publicacion no realizada,casoprueba799@software.com-PruebaTuCan-nan,3
101,Exitosa,Publicacion no realizada,casoprueba800@software.com-PruebaTuCan-nan,6
102,Exitosa,Publicacion no realizada,casoprueba801@software.com-PruebaTuCan-nan,6
103,Exitosa,Publicacion no realizada,casoprueba802@software.com-PruebaTuCan-nan,3
104,Exitosa,Publicacion no realizada,casoprueba803@software.com-PruebaTuCan-nan,4
105,Exitosa,Publicacion no realizada,casoprueba804@software.com-PruebaTuCan-nan,4
106,Exitosa,Publicacion no realizada,casoprueba805@software.com-PruebaTuCan-nan,4
107,Exitosa,Publicacion no realizada,casoprueba806@software.com-PruebaTuCan-nan,5
108,Exitosa,Publicacion no realizada,casoprueba807@software.com-PruebaTuCan-nan,4
109,Exitosa,Publicacion no realizada,casoprueba808@software.com-PruebaTuCan-nan,4
110,Exitosa,Publicacion no realizada,casoprueba809@software.com-PruebaTuCan-nan,6
111,Exitosa,Publicacion no realizada,casoprueba810@software.com-PruebaTuCan-nan,5
112,Exitosa,Publicacion no realizada,casoprueba811@software.com-PruebaTuCan-nan,4
113,Exitosa,Publicacion no realizada,casoprueba812@software.com-PruebaTuCan-nan,5
114,Exitosa,Publicacion no realizada,casoprueba813@software.com-PruebaTuCan-nan,4
115,Exitosa,Publicacion no realizada,casoprueba814@software.com-PruebaTuCan-nan,4
116,Exitosa,Publicacion no realizada,casoprueba815@software.com-PruebaTuCan-nan,4
117,Exitosa,Publicacion no realizada,casoprueba816@software.com-PruebaTuCan-nan,5
118,Exitosa,Publicacion no realizada,casoprueba817@software.com-PruebaTuCan-nan,4
119,Exitosa,Publicacion no realizada,casoprueba818@software.com-PruebaTuCan-nan,3
120,Exitosa,Publicacion no realizada,casoprueba819@software.com-PruebaTuCan-nan,6
121,Exitosa,Publicacion no realizada,casoprueba820@software.com-PruebaTuCan-nan,4
122,Exitosa,Publicacion no realizada,casoprueba821@software.com-PruebaTuCan-nan,3
123,Exitosa,Publicacion no realizada,casoprueba822@software.com-PruebaTuCan-nan,6
124,Exitosa,Publicacion no realizada,casoprueba823@software.com-PruebaTuCan-nan,3
125,Exitosa,Publicacion no realizada,casoprueba824@software.com-PruebaTuCan-nan,4
126,Exitosa,Publicacion no realizada,casoprueba825@software.com-PruebaTuCan-nan,4
127,Exitosa,Publicacion no realizada,casoprueba826@software.com-PruebaTuCan-nan,6
128,Exitosa,Publicacion no realizada,casoprueba827@software.com-PruebaTuCan-nan,5
129,Exitosa,Publicacion no realizada,casoprueba828@software.com-PruebaTuCan-nan,6
130,Exitosa,Publicacion no realizada,casoprueba829@software.com-PruebaTuCan-nan,4
131,Exitosa,Publicacion no realizada,casoprueba830@software.com-PruebaTuCan-nan,3
132,Exitosa,Publicacion no realizada,casoprueba831@software.com-PruebaTuCan-nan,5
133,Exitosa,Publicacion no realizada,casoprueba832@software.com-PruebaTuCan-nan,4
134,Exitosa,Publicacion no realizada,casoprueba833@software.com-PruebaTuCan-nan,6
135,Exitosa,Publicacion no realizada,casoprueba834@software.com-PruebaTuCan-nan,5
136,Exitosa,Publicacion no realizada,casoprueba835@software.com-PruebaTuCan-nan,4
137,Exitosa,Publicacion no realizada,casoprueba836@software.com-PruebaTuCan-nan,5
138,Exitosa,Publicacion no realizada,casoprueba837@software.com-PruebaTuCan-nan,4
139,Exitosa,Publicacion no realizada,casoprueba838@software.com-PruebaTuCan-nan,4
140,Exitosa,Publicacion no realizada,casoprueba839@software.com-PruebaTuCan-nan,4
141,Exitosa,Publicacion no realizada,casoprueba840@software.com-PruebaTuCan-nan,4
142,Exitosa,Publicacion no realizada,casoprueba841@software.com-PruebaTuCan-nan,4
143,Exitosa,Publicacion no realizada,casoprueba842@software.com-PruebaTuCan-nan,7
144,Exitosa,Publicacion no realizada,casoprueba843@software.com-PruebaTuCan-nan,4
145,Exitosa,Publicacion no realizada,casoprueba844@software.com-PruebaTuCan-nan,4
146,Exitosa,Publicacion no realizada,casoprueba845@software.com-PruebaTuCan-nan,4
147,Exitosa,Publicacion no realizada,casoprueba846@software.com-PruebaTuCan-nan,4
148,Exitosa,Publicacion no realizada,casoprueba847@software.com-PruebaTuCan-nan,4
149,Exitosa,Publicacion no realizada,casoprueba848@software.com-PruebaTuCan-nan,5
150,Exitosa,Publicacion no realizada,casoprueba849@software.com-PruebaTuCan-nan,4
151,Exitosa,Publicacion no realizada,casoprueba850@software.com-PruebaTuCan-nan,6
152,Exitosa,Publicacion no realizada,casoprueba851@software.com-PruebaTuCan-nan,6
153,Exitosa,Publicacion no realizada,casoprueba852@software.com-PruebaTuCan-nan,5
154,Exitosa,Publicacion no realizada,casoprueba853@software.com-PruebaTuCan-nan,7
155,Exitosa,Publicacion no realizada,casoprueba854@software.com-PruebaTuCan-nan,4
156,Exitosa,Publicacion no realizada,casoprueba855@software.com-PruebaTuCan-nan,4
157,Exitosa,Publicacion no realizada,casoprueba856@software.com-PruebaTuCan-nan,4
158,Exitosa,Publicacion no realizada,casoprueba857@software.com-PruebaTuCan-nan,4
159,Exitosa,Publicacion no realizada,casoprueba858@software.com-PruebaTuCan-nan,6
160,Exitosa,Publicacion no realizada,casoprueba859@software.com-PruebaTuCan-nan,6
161,Exitosa,Publicacion no realizada,casoprueba860@software.com-PruebaTuCan-nan,4
162,Exitosa,Publicacion no realizada,casoprueba861@software.com-PruebaTuCan-nan,4
163,Exitosa,Publicacion no realizada,casoprueba862@software.com-PruebaTuCan-nan,4
164,Exitosa,Publicacion no realizada,casoprueba863@software.com-PruebaTuCan-nan,4
165,Exitosa,Publicacion no realizada,casoprueba864@software.com-PruebaTuCan-nan,5
166,Exitosa,Publicacion no realizada,casoprueba865@software.com-PruebaTuCan-nan,7
167,Exitosa,Publicacion no realizada,casoprueba866@software.com-PruebaTuCan-nan,5
168,Exitosa,Publicacion no realizada,casoprueba867@software.com-PruebaTuCan-nan,6
169,Exitosa,Publicacion no realizada,casoprueba868@software.com-PruebaTuCan-nan,4
170,Exitosa,Publicacion no realizada,casoprueba869@software.com-PruebaTuCan-nan,5
171,Exitosa,Publicacion no realizada,casoprueba870@software.com-PruebaTuCan-nan,7
172,Exitosa,Publicacion no realizada,casoprueba871@software.com-PruebaTuCan-nan,6
173,Exitosa,Publicacion no realizada,casoprueba872@software.com-PruebaTuCan-nan,4
174,Exitosa,Publicacion no realizada,casoprueba873@software.com-PruebaTuCan-nan,5
175,Exitosa,Publicacion no realizada,casoprueba874@software.com-PruebaTuCan-nan,4
176,Exitosa,Publicacion no realizada,casoprueba875@software.com-PruebaTuCan-nan,4
177,Exitosa,Publicacion no realizada,casoprueba876@software.com-PruebaTuCan-nan,4
178,Exitosa,Publicacion no realizada,casoprueba877@software.com-PruebaTuCan-nan,4
179,Exitosa,Publicacion no realizada,casoprueba878@software.com-PruebaTuCan-nan,3
180,Exitosa,Publicacion no realizada,casoprueba879@software.com-PruebaTuCan-nan,4
181,Exitosa,Publicacion no realizada,casoprueba880@software.com-PruebaTuCan-nan,6
182,Exitosa,Publicacion no realizada,casoprueba881@software.com-PruebaTuCan-nan,6
183,Exitosa,Publicacion no realizada,casoprueba882@software.com-PruebaTuCan-nan,4
184,Exitosa,Publicacion no realizada,casoprueba883@software.com-PruebaTuCan-nan,4
185,Exitosa,Publicacion no realizada,casoprueba884@software.com-PruebaTuCan-nan,6
186,Exitosa,Publicacion no realizada,casoprueba885@software.com-PruebaTuCan-nan,4
187,Exitosa,Publicacion no realizada,casoprueba886@software.com-PruebaTuCan-nan,4
188,Exitosa,Publicacion no realizada,casoprueba887@software.com-PruebaTuCan-nan,4
189,Exitosa,Publicacion no realizada,casoprueba888@software.com-PruebaTuCan-nan,7
190,Exitosa,Publicacion no realizada,casoprueba889@software.com-PruebaTuCan-nan,4
191,Exitosa,Publicacion no realizada,casoprueba890@software.com-PruebaTuCan-nan,4
192,Exitosa,Publicacion no realizada,casoprueba891@software.com-PruebaTuCan-nan,6
193,Exitosa,Publicacion no realizada,casoprueba892@software.com-PruebaTuCan-nan,5
194,Exitosa,Publicacion no realizada,casoprueba893@software.com-PruebaTuCan-nan,6
195,Exitosa,Publicacion no realizada,casoprueba894@software.com-PruebaTuCan-nan,5
196,Exitosa,Publicacion no realizada,casoprueba895@software.com-PruebaTuCan-nan,4
197,Exitosa,Publicacion no realizada,casoprueba896@software.com-PruebaTuCan-nan,6
198,Exitosa,Publicacion no realizada,casoprueba897@software.com-PruebaTuCan-nan,4
199,Exitosa,Publicacion no realizada,casoprueba898@software.com-PruebaTuCan-nan,4
200,Exitosa,Publicacion no realizada,casoprueba899@software.com-PruebaTuCan-nan,4
